"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"RELIANCE","EQ","08-Apr-2022","       2572.85","       2560.00","       2625.00","       2560.00","       2617.95","       2615.65","       2602.86","    6992874","         18201444976.80","     213226","    4458242","         63.75"
"RELIANCE","EQ","11-Apr-2022","       2615.65","       2600.00","       2638.55","       2583.00","       2610.95","       2610.20","       2606.45","    4270816","         11131687285.25","     195602","    2103573","         49.25"
"RELIANCE","EQ","12-Apr-2022","       2610.20","       2587.00","       2602.60","       2555.40","       2560.00","       2561.05","       2571.18","    6099986","         15684139811.00","     277354","    4019726","         65.90"
"RELIANCE","EQ","13-Apr-2022","       2561.05","       2574.50","       2592.60","       2545.50","       2551.90","       2551.65","       2565.29","    4778478","         12258158723.00","     192467","    3009160","         62.97"
"RELIANCE","EQ","18-Apr-2022","       2551.65","       2533.00","       2559.80","       2521.80","       2540.20","       2543.85","       2538.38","    4603103","         11684440905.45","     222881","    3079230","         66.89"
"RELIANCE","EQ","19-Apr-2022","       2543.85","       2558.00","       2668.00","       2551.05","       2626.00","       2640.80","       2628.35","   12064446","         31709558937.80","     459863","    6735937","         55.83"
"RELIANCE","EQ","20-Apr-2022","       2640.80","       2657.10","       2734.00","       2649.10","       2717.50","       2718.45","       2710.69","   11570835","         31364925329.30","     461685","    5767347","         49.84"
"RELIANCE","EQ","21-Apr-2022","       2718.45","       2750.90","       2789.00","       2732.00","       2782.00","       2782.10","       2773.48","   10018531","         27786222124.30","     352010","    5151153","         51.42"
"RELIANCE","EQ","22-Apr-2022","       2782.10","       2758.90","       2802.00","       2744.20","       2762.00","       2758.80","       2768.55","    6947490","         19234486953.00","     221036","    3113096","         44.81"
"RELIANCE","EQ","25-Apr-2022","       2758.80","       2742.40","       2758.40","       2663.65","       2696.00","       2695.00","       2711.20","    7874671","         21349802724.25","     282246","    4210856","         53.47"
"RELIANCE","EQ","26-Apr-2022","       2695.00","       2710.00","       2795.00","       2707.70","       2788.20","       2775.65","       2744.48","    5643066","         15487283096.85","     215190","    2382379","         42.22"
"RELIANCE","EQ","27-Apr-2022","       2775.65","       2755.85","       2828.00","       2755.05","       2776.00","       2778.35","       2794.98","    8924920","         24944937712.60","     380463","    4014016","         44.98"
"RELIANCE","EQ","28-Apr-2022","       2778.35","       2809.95","       2851.00","       2786.10","       2810.00","       2819.85","       2823.91","   11820892","         33381106175.20","     361970","    6937716","         58.69"
"RELIANCE","EQ","29-Apr-2022","       2819.85","       2856.15","       2856.15","       2777.30","       2799.70","       2790.25","       2817.63","    8406156","         23685432933.45","     231044","    4308908","         51.26"
"RELIANCE","EQ","02-May-2022","       2790.25","       2762.00","       2805.50","       2758.05","       2780.90","       2780.45","       2783.29","    4369022","         12160268319.90","     189251","    1939501","         44.39"
"RELIANCE","EQ","04-May-2022","       2780.45","       2785.00","       2790.00","       2676.30","       2692.00","       2693.65","       2728.03","    8882792","         24232482662.45","     277638","    4758487","         53.57"
"RELIANCE","EQ","05-May-2022","       2693.65","       2723.50","       2730.00","       2632.00","       2643.00","       2640.90","       2677.81","    7942721","         21269098539.05","     256514","    4135949","         52.07"
"RELIANCE","EQ","06-May-2022","       2640.90","       2612.20","       2659.00","       2593.55","       2628.00","       2620.65","       2619.88","    9068448","         23758282132.90","     291431","    4117945","         45.41"
"RELIANCE","EQ","09-May-2022","       2620.65","       2574.95","       2597.10","       2507.00","       2508.00","       2518.30","       2540.75","    8345649","         21204215137.35","     344258","    3496083","         41.89"
"RELIANCE","EQ","10-May-2022","       2518.30","       2495.00","       2526.60","       2458.00","       2461.70","       2474.65","       2495.14","    9004636","         22467846480.75","     329083","    4214002","         46.80"
"RELIANCE","EQ","11-May-2022","       2474.65","       2472.65","       2484.95","       2421.95","       2450.75","       2449.30","       2454.29","    7681157","         18851760949.05","     325039","    3471644","         45.20"
"RELIANCE","EQ","12-May-2022","       2449.30","       2427.50","       2434.85","       2370.00","       2403.50","       2399.40","       2400.60","    9456280","         22700752366.95","     359540","    5344949","         56.52"
"RELIANCE","EQ","13-May-2022","       2399.40","       2426.00","       2478.00","       2415.35","       2431.45","       2426.60","       2451.67","    8910998","         21846799849.40","     408746","    4652716","         52.21"
"RELIANCE","EQ","16-May-2022","       2426.60","       2434.45","       2481.00","       2416.65","       2428.05","       2427.20","       2444.28","    6201594","         15158412714.25","     244925","    3089139","         49.81"
"RELIANCE","EQ","17-May-2022","       2427.20","       2435.10","       2539.90","       2432.00","       2533.50","       2529.15","       2501.03","    7638666","         19104526814.40","     278980","    4085578","         53.49"
"RELIANCE","EQ","18-May-2022","       2529.15","       2539.65","       2570.00","       2508.25","       2542.25","       2538.35","       2535.87","    7973235","         20219114283.45","     293806","    3948750","         49.53"
"RELIANCE","EQ","19-May-2022","       2538.35","       2484.00","       2512.50","       2466.05","       2477.90","       2479.85","       2494.14","    6783641","         16919358308.20","     266213","    3713450","         54.74"
"RELIANCE","EQ","20-May-2022","       2479.85","       2512.50","       2644.40","       2502.00","       2628.85","       2624.45","       2569.30","   10057508","         25840801772.20","     366921","    5198311","         51.69"
"RELIANCE","EQ","23-May-2022","       2624.45","       2631.50","       2653.55","       2593.00","       2602.50","       2606.90","       2617.90","    7039144","         18427794860.95","     256879","    3078691","         43.74"
"RELIANCE","EQ","24-May-2022","       2606.90","       2607.00","       2638.00","       2597.70","       2615.05","       2615.85","       2619.42","    6243086","         16353268081.50","     238049","    3094755","         49.57"
"RELIANCE","EQ","25-May-2022","       2615.85","       2635.00","       2656.70","       2601.50","       2613.40","       2612.00","       2625.82","    5867760","         15407680360.40","     224077","    2740033","         46.70"
"RELIANCE","EQ","26-May-2022","       2612.00","       2624.40","       2634.90","       2548.00","       2589.00","       2587.10","       2587.30","    8252551","         21351851439.70","     295460","    3568836","         43.25"
"RELIANCE","EQ","27-May-2022","       2587.10","       2593.05","       2605.15","       2540.10","       2575.30","       2575.10","       2574.11","    7624888","         19627294687.95","     223459","    3519149","         46.15"
"RELIANCE","EQ","30-May-2022","       2575.10","       2615.00","       2674.00","       2594.20","       2668.00","       2664.80","       2640.57","    6393341","         16882083950.05","     176733","    2716871","         42.50"
"RELIANCE","EQ","31-May-2022","       2664.80","       2641.40","       2678.80","       2615.70","       2623.60","       2632.65","       2638.54","   32591420","         85993898870.00","     309551","   19734107","         60.55"
"RELIANCE","EQ","01-Jun-2022","       2632.65","       2634.30","       2655.20","       2616.20","       2635.00","       2633.50","       2638.15","    4512079","         11903542973.55","     165071","    2072536","         45.93"
"RELIANCE","EQ","02-Jun-2022","       2633.50","       2634.00","       2732.45","       2634.00","       2728.30","       2724.30","       2701.30","   10211408","         27584103887.40","     297958","    4788206","         46.89"
"RELIANCE","EQ","03-Jun-2022","       2724.30","       2744.00","       2817.35","       2742.00","       2778.00","       2779.50","       2793.34","   11048210","         30861449556.90","     353834","    5136072","         46.49"
"RELIANCE","EQ","06-Jun-2022","       2779.50","       2780.00","       2814.00","       2751.80","       2766.25","       2767.55","       2775.79","    5119488","         14210599849.75","     217253","    1680712","         32.83"
"RELIANCE","EQ","07-Jun-2022","       2767.55","       2769.90","       2791.10","       2752.05","       2767.05","       2772.75","       2773.03","    5703333","         15815485543.85","     232290","    2712556","         47.56"
"RELIANCE","EQ","08-Jun-2022","       2772.75","       2772.75","       2781.00","       2716.30","       2722.00","       2724.05","       2741.07","    5759172","         15786294151.30","     241691","    3012536","         52.31"
"RELIANCE","EQ","09-Jun-2022","       2724.05","       2710.00","       2803.00","       2710.00","       2796.05","       2798.75","       2763.87","    7973935","         22038890334.10","     281501","    4301647","         53.95"
"RELIANCE","EQ","10-Jun-2022","       2798.75","       2771.90","       2789.90","       2701.50","       2713.90","       2714.25","       2740.01","    8349943","         22878943836.30","     278759","    4608963","         55.20"
"RELIANCE","EQ","13-Jun-2022","       2714.25","       2650.00","       2672.80","       2616.30","       2668.00","       2662.90","       2646.30","    8131998","         21519668179.50","     303540","    4242241","         52.17"
"RELIANCE","EQ","14-Jun-2022","       2662.90","       2650.05","       2671.85","       2613.45","       2627.75","       2628.10","       2637.47","    6790653","         17910140469.65","     237522","    3299932","         48.60"
"RELIANCE","EQ","15-Jun-2022","       2628.10","       2617.55","       2637.30","       2584.40","       2595.80","       2596.30","       2613.39","    5166738","         13502708125.15","     214934","    1888736","         36.56"
"RELIANCE","EQ","16-Jun-2022","       2596.30","       2623.00","       2659.05","       2554.00","       2555.10","       2560.00","       2603.56","    7896943","         20560173723.70","     282387","    3664860","         46.41"
"RELIANCE","EQ","17-Jun-2022","       2560.00","       2560.00","       2624.85","       2556.10","       2605.05","       2590.00","       2592.42","   11286988","         29260639914.30","     287827","    5410573","         47.94"
"RELIANCE","EQ","20-Jun-2022","       2590.00","       2605.00","       2617.10","       2521.10","       2542.90","       2543.05","       2552.96","    5568825","         14216989371.65","     228914","    2410448","         43.28"
"RELIANCE","EQ","21-Jun-2022","       2543.05","       2560.00","       2593.40","       2528.30","       2582.00","       2584.10","       2562.46","    5408801","         13859827576.20","     219641","    1906058","         35.24"
"RELIANCE","EQ","22-Jun-2022","       2584.10","       2558.10","       2558.30","       2501.00","       2502.00","       2505.60","       2524.18","    4899839","         12368075581.25","     229961","    2129069","         43.45"
"RELIANCE","EQ","23-Jun-2022","       2505.60","       2515.05","       2525.00","       2445.00","       2469.00","       2464.95","       2485.55","    8974475","         22306490549.05","     400081","    2980195","         44.35"
"RELIANCE","EQ","24-Jun-2022","       2464.95","       2480.00","       2511.00","       2468.00","       2497.55","       2500.05","       2491.97","    6571866","         16376908912.20","     258066","    3440303","         52.35"
"RELIANCE","EQ","27-Jun-2022","       2500.05","       2544.95","       2544.95","       2481.55","       2495.60","       2492.65","       2511.81","    7141493","         17938104628.25","     245447","    4127406","         57.79"
"RELIANCE","EQ","28-Jun-2022","       2492.65","       2482.10","       2533.95","       2482.10","       2530.00","       2527.70","       2515.75","    6263867","         15758339977.00","     279432","    2590698","         41.36"
"RELIANCE","EQ","29-Jun-2022","       2527.70","       2507.20","       2597.00","       2501.00","       2576.00","       2580.15","       2559.16","    8863172","         22682290935.35","     383990","    3617967","         40.82"
"RELIANCE","EQ","30-Jun-2022","       2580.15","       2580.00","       2615.90","       2566.00","       2589.00","       2595.65","       2596.11","   10666627","         27691790169.90","     321110","    5419202","         50.81"
"RELIANCE","EQ","01-Jul-2022","       2595.65","       2574.90","       2592.00","       2365.00","       2406.00","       2408.70","       2434.35","   37841671","         92119994931.80","    1165095","   16124097","         42.61"
"RELIANCE","EQ","04-Jul-2022","       2408.70","       2378.95","       2442.00","       2366.10","       2413.00","       2413.70","       2412.08","   19317335","         46594929825.60","     525122","    8925205","         46.20"
"RELIANCE","EQ","05-Jul-2022","       2413.70","       2423.00","       2464.90","       2417.10","       2431.55","       2433.25","       2440.39","    8144239","         19875158179.60","     351338","    3241427","         39.80"
"RELIANCE","EQ","06-Jul-2022","       2433.25","       2420.10","       2441.95","       2388.00","       2415.00","       2411.85","       2410.61","   11050026","         26637248724.35","     392094","    5356881","         48.48"
"RELIANCE","EQ","07-Jul-2022","       2411.85","       2425.90","       2433.25","       2375.00","       2391.00","       2388.10","       2392.12","   10753423","         25723462115.35","     388023","    6400200","         59.52"
"RELIANCE","EQ","08-Jul-2022","       2388.10","       2418.00","       2418.00","       2382.55","       2391.00","       2391.40","       2393.99","    8773162","         21002872434.25","     310810","    5266144","         60.03"
"RELIANCE","EQ","11-Jul-2022","       2391.40","       2376.50","       2428.80","       2370.00","       2421.50","       2423.90","       2400.92","    6390604","         15343320840.20","     224208","    2790542","         43.67"
"RELIANCE","EQ","12-Jul-2022","       2423.90","       2404.00","       2439.70","       2404.00","       2418.80","       2420.45","       2424.68","    4974502","         12061561234.20","     203393","    2091493","         42.04"
"RELIANCE","EQ","13-Jul-2022","       2420.45","       2427.30","       2434.00","       2373.00","       2379.00","       2377.55","       2398.49","    6564435","         15744718033.45","     263635","    3820557","         58.20"
"RELIANCE","EQ","14-Jul-2022","       2377.55","       2388.00","       2433.95","       2376.95","       2399.00","       2397.15","       2398.08","    7831798","         18781243733.65","     257217","    3162562","         40.38"
"RELIANCE","EQ","15-Jul-2022","       2397.15","       2415.00","       2415.00","       2383.10","       2401.15","       2401.80","       2397.18","    4431880","         10623995556.20","     137878","    2013822","         45.44"
"RELIANCE","EQ","18-Jul-2022","       2401.80","       2421.00","       2425.00","       2392.30","       2423.00","       2422.25","       2408.23","    6996757","         16849806027.65","     212210","    3641338","         52.04"
"RELIANCE","EQ","19-Jul-2022","       2422.25","       2400.30","       2447.00","       2400.30","       2433.00","       2437.10","       2429.46","    7587006","         18432314366.20","     213280","    3280412","         43.24"
"RELIANCE","EQ","20-Jul-2022","       2437.10","       2540.00","       2542.50","       2486.25","       2499.00","       2503.00","       2506.66","   11041036","         27676129582.85","     325796","    5571093","         50.46"
"RELIANCE","EQ","21-Jul-2022","       2503.00","       2494.00","       2500.00","       2467.30","       2486.00","       2486.30","       2482.92","    7625468","         18933428050.10","     197537","    4032523","         52.88"
"RELIANCE","EQ","22-Jul-2022","       2486.30","       2500.00","       2516.30","       2495.00","       2502.95","       2503.10","       2504.62","    5062651","         12679994866.30","     172852","    2374481","         46.90"
"RELIANCE","BL","25-Jul-2022","       2523.70","       2503.10","       2503.10","       2503.10","       2503.10","       2503.10","       2503.10","    4131767","         10342225977.70","          1","-","-"
"RELIANCE","EQ","25-Jul-2022","       2503.10","       2467.45","       2467.45","       2403.00","       2417.40","       2420.40","       2422.67","   10665470","         25838870736.65","     450900","    5024203","         47.11"
"RELIANCE","EQ","26-Jul-2022","       2420.40","       2421.10","       2443.90","       2411.35","       2419.40","       2421.50","       2430.94","    5216466","         12680927214.10","     188181","    2368186","         45.40"
"RELIANCE","EQ","27-Jul-2022","       2421.50","       2419.95","       2427.00","       2402.00","       2422.00","       2419.20","       2416.05","    3994321","          9650459374.80","     165700","    2097378","         52.51"
"RELIANCE","EQ","28-Jul-2022","       2419.20","       2436.00","       2467.95","       2421.00","       2453.60","       2457.10","       2446.73","    5766936","         14110146776.35","     207490","    2973888","         51.57"
"RELIANCE","EQ","29-Jul-2022","       2457.10","       2474.70","       2517.10","       2464.00","       2507.20","       2509.45","       2494.30","    6982808","         17417222455.45","     270354","    3783646","         54.19"
"RELIANCE","EQ","01-Aug-2022","       2509.45","       2519.15","       2587.75","       2507.60","       2569.00","       2574.85","       2560.47","    7245568","         18552037709.10","     262991","    3695549","         51.00"
"RELIANCE","EQ","02-Aug-2022","       2574.85","       2572.50","       2607.80","       2561.55","       2575.50","       2584.65","       2583.64","    6423115","         16594994133.95","     230608","    3420282","         53.25"
"RELIANCE","EQ","03-Aug-2022","       2584.65","       2600.00","       2610.00","       2567.45","       2606.20","       2606.35","       2591.04","    6576824","         17040829415.65","     250247","    3725408","         56.64"
"RELIANCE","EQ","04-Aug-2022","       2606.35","       2610.00","       2617.75","       2535.00","       2570.00","       2571.90","       2569.27","    6676577","         17153907762.65","     309213","    3215051","         48.15"
"RELIANCE","EQ","05-Aug-2022","       2571.90","       2576.00","       2578.80","       2526.95","       2532.90","       2534.00","       2543.41","    6434433","         16365407365.90","     249464","    4106312","         63.82"
"RELIANCE","BL","08-Aug-2022","       2503.10","       2534.00","       2534.00","       2534.00","       2534.00","       2534.00","       2534.00","    4131769","         10469902646.00","          1","-","-"
"RELIANCE","EQ","08-Aug-2022","       2534.00","       2531.00","       2583.55","       2531.00","       2568.00","       2567.15","       2567.43","    4691228","         12044417897.15","     172002","    2615697","         55.76"
"RELIANCE","EQ","10-Aug-2022","       2567.15","       2576.90","       2589.90","       2557.05","       2578.95","       2582.50","       2574.23","    4949442","         12741005921.30","     183157","    2941793","         59.44"
"RELIANCE","EQ","11-Aug-2022","       2582.50","       2603.10","       2609.90","       2580.20","       2586.70","       2591.10","       2593.04","    3783480","          9810722225.40","     171131","    2296573","         60.70"
"RELIANCE","EQ","12-Aug-2022","       2591.10","       2590.30","       2641.35","       2582.20","       2632.00","       2633.00","       2626.23","    5838244","         15332563329.35","     256139","    2683554","         45.97"
"RELIANCE","EQ","16-Aug-2022","       2633.00","       2646.20","       2657.30","       2627.30","       2656.00","       2651.30","       2643.49","    3049304","          8060790553.15","     140058","    1436439","         47.11"
"RELIANCE","EQ","17-Aug-2022","       2651.30","       2665.00","       2676.90","       2655.55","       2661.70","       2665.15","       2666.17","    3044037","          8115922559.35","     121433","    1476684","         48.51"
"RELIANCE","EQ","18-Aug-2022","       2665.15","       2660.00","       2669.00","       2640.20","       2662.00","       2661.30","       2654.44","    3419730","          9077457998.05","     131393","    1529502","         44.73"
"RELIANCE","EQ","19-Aug-2022","       2661.30","       2650.00","       2661.70","       2604.95","       2609.80","       2613.85","       2631.57","    4366123","         11489747684.60","     159356","    2043043","         46.79"
"RELIANCE","EQ","22-Aug-2022","       2613.85","       2617.00","       2631.30","       2586.00","       2602.50","       2606.60","       2606.47","    4371179","         11393340723.50","     193858","    2185175","         49.99"
"RELIANCE","EQ","23-Aug-2022","       2606.60","       2594.00","       2653.20","       2591.35","       2649.00","       2646.80","       2630.64","    4466619","         11750046560.20","     173321","    2211602","         49.51"
"RELIANCE","EQ","24-Aug-2022","       2646.80","       2640.10","       2670.00","       2635.35","       2645.00","       2639.75","       2648.95","    4785579","         12676750456.45","     168584","    2382456","         49.78"
"RELIANCE","EQ","25-Aug-2022","       2639.75","       2648.95","       2662.90","       2622.60","       2628.00","       2632.05","       2648.65","    3632902","          9622300857.85","     133033","    1783626","         49.10"
"RELIANCE","EQ","26-Aug-2022","       2632.05","       2633.00","       2650.00","       2607.00","       2623.00","       2618.00","       2622.30","    4957449","         12999929105.55","     191312","    2885652","         58.21"
"RELIANCE","EQ","29-Aug-2022","       2618.00","       2585.00","       2655.00","       2578.05","       2600.00","       2597.65","       2614.34","    9155684","         23936068091.80","     326003","    3737011","         40.82"
"RELIANCE","EQ","30-Aug-2022","       2597.65","       2614.00","       2645.25","       2576.60","       2642.00","       2637.95","       2614.74","   10678670","         27921981356.70","     285656","    5624355","         52.67"
"RELIANCE","EQ","01-Sep-2022","       2637.95","       2582.65","       2604.95","       2550.70","       2564.00","       2560.40","       2580.13","    9188434","         23707362824.55","     346414","    5658983","         61.59"
"RELIANCE","EQ","02-Sep-2022","       2560.40","       2560.40","       2575.35","       2525.70","       2527.95","       2530.50","       2546.24","    5999196","         15275378547.55","     266158","    3185305","         53.10"
"RELIANCE","EQ","05-Sep-2022","       2530.50","       2531.00","       2581.50","       2531.00","       2567.15","       2569.80","       2563.92","    5227785","         13403622183.40","     189614","    2658456","         50.85"
"RELIANCE","EQ","06-Sep-2022","       2569.80","       2573.00","       2606.00","       2572.00","       2594.00","       2596.85","       2592.68","    5030172","         13041646173.55","     174426","    2588620","         51.46"
"RELIANCE","EQ","07-Sep-2022","       2596.85","       2575.00","       2594.90","       2570.00","       2580.50","       2581.75","       2580.95","    3455942","          8919602471.35","     117855","    1724115","         49.89"
"RELIANCE","EQ","08-Sep-2022","       2581.75","       2588.25","       2598.00","       2571.00","       2583.05","       2585.40","       2583.54","    3256840","          8414188239.00","     116529","    1821103","         55.92"
"RELIANCE","EQ","09-Sep-2022","       2585.40","       2610.00","       2610.00","       2564.00","       2568.90","       2569.30","       2577.69","    3837302","          9891379842.80","     185947","    2149444","         56.01"
"RELIANCE","EQ","12-Sep-2022","       2569.30","       2570.55","       2612.00","       2570.55","       2597.60","       2598.05","       2596.44","    3431445","          8909527157.50","     123802","    1612795","         47.00"
"RELIANCE","EQ","13-Sep-2022","       2598.05","       2618.00","       2629.70","       2601.00","       2619.00","       2619.75","       2617.12","    4102114","         10735722213.80","     155135","    2170824","         52.92"
"RELIANCE","EQ","14-Sep-2022","       2619.75","       2575.00","       2610.00","       2572.75","       2589.15","       2588.35","       2595.02","    4004997","         10393065929.10","     156954","    2191578","         54.72"
"RELIANCE","EQ","15-Sep-2022","       2588.35","       2583.00","       2603.55","       2556.75","       2563.00","       2562.70","       2573.85","    4783723","         12312602615.90","     181399","    2838610","         59.34"
"RELIANCE","EQ","16-Sep-2022","       2562.70","       2543.75","       2553.00","       2491.00","       2498.00","       2499.20","       2509.51","    9330469","         23414892723.80","     311718","    5587220","         59.88"
"RELIANCE","EQ","19-Sep-2022","       2499.20","       2499.20","       2522.70","       2481.35","       2502.40","       2502.45","       2506.17","    3498286","          8767314647.00","     137901","    1678286","         47.97"
"RELIANCE","EQ","20-Sep-2022","       2502.45","       2522.45","       2537.70","       2494.70","       2497.85","       2502.85","       2518.24","    3881882","          9775496109.20","     178557","    1776953","         45.78"
"RELIANCE","EQ","21-Sep-2022","       2502.85","       2496.75","       2533.00","       2495.00","       2507.70","       2509.75","       2515.30","    4249172","         10687928437.35","     146056","    2095628","         49.32"
"RELIANCE","EQ","22-Sep-2022","       2509.75","       2486.00","       2503.00","       2472.10","       2487.95","       2486.10","       2488.77","    4757219","         11839611958.30","     207678","    2669635","         56.12"
"RELIANCE","EQ","23-Sep-2022","       2486.10","       2485.00","       2495.95","       2436.10","       2438.80","       2439.50","       2455.68","    4397194","         10798121356.15","     246646","    2491690","         56.67"
"RELIANCE","EQ","26-Sep-2022","       2439.50","       2394.05","       2417.80","       2375.15","       2378.15","       2377.35","       2392.03","    5759298","         13776401753.70","     334638","    3259263","         56.59"
"RELIANCE","EQ","27-Sep-2022","       2377.35","       2394.00","       2426.00","       2360.10","       2394.00","       2396.25","       2390.70","    7455448","         17823738488.00","     295538","    3580279","         56.99"
"RELIANCE","EQ","28-Sep-2022","       2396.25","       2360.35","       2378.00","       2327.10","       2330.50","       2332.45","       2353.58","    7844140","         18461791856.30","     387724","    4421083","         56.36"
"RELIANCE","EQ","29-Sep-2022","       2332.45","       2360.00","       2367.50","       2313.00","       2328.00","       2325.30","       2334.53","    6771046","         15807234115.85","     288225","    4318113","         63.77"
"RELIANCE","EQ","30-Sep-2022","       2325.30","       2311.00","       2402.00","       2311.00","       2376.15","       2377.75","       2371.60","    8589908","         20371810194.00","     264760","    5032369","         58.58"
"RELIANCE","BL","03-Oct-2022","       2534.00","       2377.75","       2377.75","       2377.75","       2377.75","       2377.75","       2377.75","    3851162","          9157100445.50","          1","-","-"
"RELIANCE","EQ","03-Oct-2022","       2377.75","       2391.50","       2416.95","       2363.00","       2367.05","       2369.50","       2382.06","    5470030","         13029923334.80","     230794","    2717072","         49.67"
"RELIANCE","EQ","04-Oct-2022","       2369.50","       2397.80","       2418.00","       2390.15","       2412.90","       2413.20","       2406.73","    4129893","          9939556462.20","     152496","    2069006","         50.10"
"RELIANCE","EQ","06-Oct-2022","       2413.20","       2429.00","       2450.00","       2418.15","       2422.50","       2422.10","       2433.70","    6162021","         14996487081.50","     212103","    4293494","         69.68"
"RELIANCE","EQ","07-Oct-2022","       2422.10","       2414.65","       2443.90","       2414.65","       2431.95","       2432.35","       2431.89","    3560167","          8657940132.20","     119485","    1945241","         54.64"
"RELIANCE","EQ","10-Oct-2022","       2432.35","       2405.00","       2417.60","       2388.00","       2407.00","       2405.80","       2403.20","    2921076","          7019927774.65","     136725","    1453561","         49.76"
"RELIANCE","EQ","11-Oct-2022","       2405.80","       2414.00","       2414.00","       2351.10","       2353.55","       2357.90","       2377.84","    4252803","         10112492555.10","     197213","    2480007","         58.31"
"RELIANCE","EQ","12-Oct-2022","       2357.90","       2352.00","       2381.70","       2343.10","       2377.00","       2375.25","       2368.06","    3422992","          8105861297.40","     158484","    1914563","         55.93"
"RELIANCE","EQ","13-Oct-2022","       2375.25","       2371.40","       2394.00","       2360.10","       2381.00","       2382.80","       2379.51","    3382098","          8047737069.20","     163282","    1976668","         58.45"
"RELIANCE","EQ","14-Oct-2022","       2382.80","       2415.00","       2416.35","       2369.10","       2371.75","       2370.70","       2392.60","    4202459","         10054822904.25","     178804","    2676992","         63.70"
"RELIANCE","BL","17-Oct-2022","       2377.75","       2370.70","       2370.70","       2370.70","       2370.70","       2370.70","       2370.70","    3936069","          9331238778.30","          1","-","-"
"RELIANCE","EQ","17-Oct-2022","       2370.70","       2355.00","       2414.00","       2343.60","       2406.60","       2408.75","       2376.10","    7720595","         18344914890.00","     185379","    2473925","         32.04"
"RELIANCE","EQ","18-Oct-2022","       2408.75","       2422.00","       2463.00","       2420.15","       2453.35","       2451.25","       2450.34","    5729899","         14040201497.40","     193197","    3210585","         56.03"
"RELIANCE","EQ","19-Oct-2022","       2451.25","       2454.50","       2527.85","       2441.70","       2496.00","       2493.90","       2499.51","    8882553","         22202063579.30","     260623","    3768892","         42.43"
"RELIANCE","EQ","20-Oct-2022","       2493.90","       2485.00","       2519.00","       2485.00","       2496.05","       2500.60","       2502.71","    4022919","         10068197552.85","     152697","    1994838","         49.59"
"RELIANCE","EQ","21-Oct-2022","       2500.60","       2507.70","       2516.80","       2467.00","       2470.00","       2471.60","       2491.53","    3804352","          9478648257.95","     164406","    1490633","         46.08"
"RELIANCE","EQ","24-Oct-2022","       2471.60","       2460.00","       2502.50","       2455.30","       2480.80","       2479.85","       2481.80","    1555270","          3859866818.15","      68811","     436975","         28.10"
"RELIANCE","EQ","25-Oct-2022","       2479.85","       2499.00","       2499.00","       2438.00","       2441.80","       2441.55","       2465.38","    5645639","         13918629427.80","     199350","    3473856","         61.53"
"RELIANCE","EQ","27-Oct-2022","       2441.55","       2458.00","       2468.45","       2432.80","       2459.20","       2451.15","       2448.82","    5774775","         14141365856.20","     197403","    3320289","         57.50"
"RELIANCE","EQ","28-Oct-2022","       2451.15","       2465.00","       2535.00","       2459.45","       2527.00","       2526.15","       2508.14","    8126824","         20383247305.20","     313227","    3204497","         54.79"
"RELIANCE","EQ","31-Oct-2022","       2526.15","       2541.00","       2560.95","       2532.20","       2545.80","       2549.60","       2548.29","    5731802","         14606311320.10","     207585","    3167712","         55.27"
"RELIANCE","EQ","01-Nov-2022","       2549.60","       2600.00","       2600.00","       2508.00","       2531.70","       2529.85","       2543.76","    6443999","         16391994975.90","     243797","    3434726","         53.30"
"RELIANCE","EQ","02-Nov-2022","       2529.85","       2532.30","       2550.20","       2515.00","       2542.55","       2545.65","       2535.59","    4145144","         10510378542.40","     202520","    2187290","         52.77"
"RELIANCE","BL","03-Nov-2022","       2370.70","       2545.65","       2545.65","       2545.65","       2545.65","       2545.65","       2545.65","    4655522","         11851329579.30","          1","-","-"
"RELIANCE","EQ","03-Nov-2022","       2545.65","       2529.85","       2559.55","       2525.05","       2552.00","       2555.15","       2546.83","    3089026","          7867209428.75","     122250","    1536115","         49.73"
"RELIANCE","EQ","04-Nov-2022","       2555.15","       2553.90","       2600.00","       2551.10","       2594.20","       2592.75","       2582.57","    5803737","         14988568897.45","     172676","    3807151","         65.60"
"RELIANCE","EQ","07-Nov-2022","       2592.75","       2591.00","       2610.30","       2574.00","       2604.00","       2606.60","       2595.94","    5440967","         14124430758.45","     195001","    3275176","         60.19"
"RELIANCE","EQ","09-Nov-2022","       2606.60","       2610.30","       2621.95","       2590.05","       2593.70","       2604.00","       2610.46","    5193814","         13558251214.20","     166982","    3330006","         64.11"
"RELIANCE","EQ","10-Nov-2022","       2604.00","       2590.00","       2596.55","       2563.00","       2572.35","       2572.50","       2575.91","    2753420","          7092562040.10","     133955","    1524085","         55.35"
"RELIANCE","EQ","11-Nov-2022","       2572.50","       2600.00","       2636.00","       2588.00","       2630.00","       2631.80","       2614.60","    5681124","         14853880989.55","     216539","    3238628","         57.01"
"RELIANCE","EQ","14-Nov-2022","       2631.80","       2630.75","       2642.00","       2605.15","       2614.65","       2619.05","       2624.26","    4173395","         10952068321.50","     185791","    2400549","         57.52"
